,the_geom,Geographic_Area_Name,estimatedPercentBelowPovertyLevel
1344,"[[37.659878977, -122.426670152], [37.657362978, -122.41573615], [37.658617977, -122.420958151], [37.656885977, -122.41590215], [37.657762976, -122.430816152], [37.654477977, -122.420551151], [37.659092976, -122.423113151], [37.655241976, -122.424077151], [37.655975977, -122.41621915], [37.658537976, -122.430537153]]",Census Tract 6022.01,11.30%
1345,"[[38.293151041, -122.269433202], [38.29689604, -122.282277204], [38.291082041, -122.269448202], [38.28969104, -122.282854203], [38.288228041, -122.2650462], [38.281665039, -122.284934203], [38.28014204, -122.2670552], [38.28920004, -122.283057204], [38.297457041, -122.269533202], [38.297873041, -122.273014203]]",Census Tract 2003.01,11.30%
1346,"[[37.833675002, -122.276661149], [37.837141003, -122.269247149], [37.828640002, -122.278394149], [37.837351003, -122.267948148], [37.836549003, -122.273683149], [37.828808001, -122.278454149], [37.826972001, -122.277891149], [37.836446003, -122.274411149], [37.837039003, -122.265768148], [37.827113001, -122.277936148]]",Census Tract 4010,11.30%
1347,"[[37.761972986, -122.417192162], [37.759309986, -122.407953161], [37.764197987, -122.412306162], [37.757171986, -122.416733162], [37.764256987, -122.411343161], [37.761880986, -122.40820016], [37.757236986, -122.415639162], [37.764314987, -122.410377161], [37.757543986, -122.41054016], [37.760371986, -122.417039162]]",Census Tract 228.01,11.30%
1348,"[[37.748371985, -122.41056416], [37.738885984, -122.414572159], [37.739188984, -122.417792159], [37.739253984, -122.418474159], [37.743446985, -122.410004159], [37.745257985, -122.41611616], [37.739796985, -122.410746158], [37.748271984, -122.41588316], [37.743227984, -122.41743516], [37.746327985, -122.410578159]]",Census Tract 252,11.30%
1349,"[[37.778795987, -122.414734164], [37.776368987, -122.419555164], [37.780076987, -122.420371165], [37.781658988, -122.415518164], [37.781763987, -122.414696164], [37.781959987, -122.420702165], [37.775214987, -122.419347164], [37.781867988, -122.413879164], [37.777498987, -122.416305164], [37.777576987, -122.416274164]]",Census Tract 124.05,11.30%
1350,"[[37.785669989, -122.390437161], [37.78185099, -122.39209016], [37.78710399, -122.388007161], [37.782461989, -122.392855161], [37.78753999, -122.38344716], [37.78690399, -122.388792161], [37.783082989, -122.393631161], [37.78740499, -122.38455716], [37.784922989, -122.391262161], [37.78224499, -122.38839216]]",Census Tract 615.08,11.40%
1351,"[[38.339512013, -122.700638273], [38.336047012, -122.705717274], [38.340306013, -122.699435273], [38.350701013, -122.708907275], [38.350700013, -122.706082275], [38.336229011, -122.712404275], [38.336118012, -122.704885273], [38.338717013, -122.701572273], [38.336035012, -122.707283273], [38.340751013, -122.698323273]]",Census Tract 1513.05,11.40%
1352,"[[37.689194977, -122.45890916], [37.690177976, -122.461231161], [37.702903979, -122.44940516], [37.691628977, -122.461492161], [37.697453977, -122.460237162], [37.698083978, -122.45048716], [37.702849979, -122.44689316], [37.702478979, -122.450092161], [37.694781977, -122.460096161], [37.703214979, -122.44801016]]",Census Tract 6005.02,11.40%
1353,,Census Tract 1536.02,11.40%
1354,"[[37.573509002, -121.968689072], [37.555735, -121.979369072], [37.559992001, -121.970020071], [37.564019, -121.979244072], [37.563675002, -121.964116071], [37.571217002, -121.966564071], [37.557762001, -121.973182071], [37.573390002, -121.969426072], [37.558269001, -121.972636071], [37.557007, -121.981665072]]",Census Tract 4419.24,11.40%
1355,"[[37.995078997, -122.540983208], [38.003698997, -122.539864208], [38.002438997, -122.542792209], [37.989984997, -122.531268206], [38.001007997, -122.545412209], [37.996828996, -122.546705209], [38.003852997, -122.541895209], [38.001810997, -122.542720209], [37.990013997, -122.530024205], [37.993259996, -122.539678207]]",Census Tract 1082.01,11.40%
1356,"[[38.379560008, -122.806337294], [38.394154008, -122.827079298], [38.387921008, -122.822189297], [38.385562008, -122.812612296], [38.391058007, -122.824912298], [38.383464008, -122.810482295], [38.395196006, -122.851196302], [38.368214007, -122.807268293], [38.379756006, -122.839421299], [38.364634006, -122.817660294]]",Census Tract 1534.04,11.50%
1357,"[[37.769118985, -122.434906165], [37.766202985, -122.430735164], [37.769489986, -122.426568165], [37.762770985, -122.435209165], [37.763181985, -122.434597165], [37.769538986, -122.426697164], [37.769254985, -122.432477166], [37.763467985, -122.435272165], [37.767508986, -122.428962165], [37.769062985, -122.435807165]]",Census Tract 169,11.50%
1358,"[[38.339509041, -122.312655214], [38.324594041, -122.30147921], [38.333090041, -122.308233212], [38.339783041, -122.313089214], [38.328781041, -122.304820212], [38.339470041, -122.312603214], [38.331906041, -122.307188212], [38.342558042, -122.315435215], [38.323328042, -122.30048521], [38.343090043, -122.298849212]]",Census Tract 2006.02,11.50%
1359,"[[37.334206976, -122.044118057], [37.327394975, -122.050473057], [37.337544976, -122.046913058], [37.337579977, -122.036078056], [37.323324975, -122.046083056], [37.329424975, -122.050523057], [37.337534975, -122.067173061], [37.334314976, -122.032443055], [37.330604975, -122.050523058], [37.337524975, -122.06285006]]",Census Tract 5078.05,11.50%
1360,"[[37.810611025, -121.923366092], [37.807378028, -121.885148086], [37.806570028, -121.885408086], [37.804982025, -121.923262092], [37.799817025, -121.92142509], [37.801735028, -121.884086085], [37.813278027, -121.911725091], [37.802765028, -121.884697086], [37.806136028, -121.885698086], [37.813200028, -121.897045089]]",Census Tract 3551.13,11.50%
1361,"[[37.965805997, -122.505784199], [37.964690996, -122.501252199], [37.962871996, -122.502117198], [37.965727997, -122.5060712], [37.965792996, -122.505812199], [37.965658996, -122.506348199], [37.964308997, -122.501434198], [37.962758996, -122.502439199], [37.965504996, -122.506936199], [37.963532996, -122.501797199]]",Census Tract 1122.03,11.60%
1362,,Census Tract 2011.02,11.60%
1363,"[[37.940401029, -122.026618123], [37.957028031, -122.020914124], [37.940326029, -122.022477123], [37.939971029, -122.023000122], [37.946163031, -122.013841122], [37.94096103, -122.021542123], [37.953402031, -122.019938123], [37.952924031, -122.019702123], [37.964150031, -122.027065126], [37.94578903, -122.014400122]]",Census Tract 3372.02,11.60%
1364,"[[37.758458984, -122.446785166], [37.754880982, -122.455138167], [37.757184983, -122.454040167], [37.763673983, -122.452413168], [37.759740983, -122.462805169], [37.751664982, -122.457970167], [37.752858982, -122.456043167], [37.763486983, -122.457840169], [37.753819982, -122.463786168], [37.759049983, -122.448548167]]",Census Tract 301.02,11.60%
1365,"[[37.341154977, -122.034553056], [37.342641977, -122.034996057], [37.342554977, -122.034913057], [37.338043977, -122.032403056], [37.340564977, -122.041503058], [37.337576977, -122.041173057], [37.338315978, -122.032403056], [37.341264977, -122.041513057], [37.337574977, -122.041523057], [37.337944977, -122.041533057]]",Census Tract 5083.05,11.60%
1366,"[[37.236567986, -121.773499005], [37.218280984, -121.782608004], [37.236184986, -121.773430004], [37.236304986, -121.785427006], [37.241412987, -121.778684006], [37.238774986, -121.774307005], [37.222940984, -121.788505005], [37.238761987, -121.774285005], [37.241555986, -121.791074008], [37.231864985, -121.788800006]]",Census Tract 5120.32,11.60%
1367,,Census Tract 2017,11.60%
1368,"[[37.323263986, -121.894632033], [37.328864986, -121.899335034], [37.334433986, -121.899375035], [37.323858985, -121.891632032], [37.338347986, -121.902224036], [37.329383986, -121.891303033], [37.333290987, -121.888432033], [37.338817987, -121.892548034], [37.338561986, -121.898045035], [37.334513987, -121.889346033]]",Census Tract 5008,11.70%
1369,"[[37.486106978, -122.199456098], [37.484355979, -122.184108095], [37.483704979, -122.182710095], [37.482862979, -122.182225094], [37.480466979, -122.184496095], [37.481607979, -122.183343095], [37.485488979, -122.189904096], [37.481455978, -122.183558095], [37.481873979, -122.182969094], [37.480984978, -122.196920097]]",Census Tract 6104,11.70%
1370,"[[37.903779006, -122.305856161], [37.904417006, -122.304332161], [37.899517006, -122.306837162], [37.898188005, -122.305425161], [37.901446005, -122.308012162], [37.900503006, -122.30248316], [37.898224006, -122.30146916], [37.901517006, -122.306644162], [37.902029005, -122.309904162], [37.901351006, -122.308099161]]",Census Tract 3892,11.70%
1371,"[[37.795357003, -122.218127136], [37.792191003, -122.215732135], [37.792294003, -122.215916135], [37.791762003, -122.214838135], [37.795904003, -122.217917136], [37.795404003, -122.211896134], [37.798454004, -122.208832134], [37.794451003, -122.218413135], [37.799227004, -122.211787136], [37.798710004, -122.209753134]]",Census Tract 4066.02,11.70%
1372,"[[37.34570499, -121.86145303], [37.347443989, -121.866829032], [37.34753299, -121.866642031], [37.344129988, -121.873825032], [37.34863999, -121.864316031], [37.342744988, -121.872103032], [37.343402989, -121.865882031], [37.34797899, -121.865709031], [37.340720989, -121.870171031], [37.344014989, -121.864902031]]",Census Tract 5014.02,11.70%
1373,"[[38.432549019, -122.718512287], [38.426934017, -122.74132429], [38.424046019, -122.716454286], [38.426654018, -122.719292286], [38.424111018, -122.724754286], [38.432222018, -122.732746289], [38.426084018, -122.716139286], [38.424301018, -122.724604287], [38.431054017, -122.74038929], [38.426788017, -122.731901288]]",Census Tract 1531.04,11.70%
1374,"[[38.266867058, -122.01775016], [38.257439056, -122.01904516], [38.267102059, -122.007255159], [38.263859058, -122.007355158], [38.268152058, -122.010888159], [38.267102059, -122.005502158], [38.262379057, -122.01999316], [38.258074057, -122.019996159], [38.262227057, -122.01999916], [38.258135057, -122.017763159]]",Census Tract 2526.11,11.80%
1375,"[[37.779665005, -122.180403128], [37.770821004, -122.175667126], [37.774581004, -122.180677127], [37.773698005, -122.169446126], [37.779365004, -122.180805128], [37.774112005, -122.169755126], [37.773674004, -122.179433127], [37.772649005, -122.168958126], [37.780150005, -122.175046127], [37.771088004, -122.176254127]]",Census Tract 4082,11.80%
1376,,Census Tract 6138,11.80%
1377,"[[37.278119986, -121.827000018], [37.282535986, -121.826893018], [37.278091985, -121.833600018], [37.279927986, -121.837315019], [37.282449987, -121.824983017], [37.282392987, -121.823489018], [37.278166986, -121.824264017], [37.278085986, -121.834691019], [37.280125986, -121.837010019], [37.283638986, -121.834154019]]",Census Tract 5032.18,11.80%
1378,"[[37.24893598, -121.881311023], [37.24676198, -121.885504023], [37.24801398, -121.883215023], [37.237990979, -121.885857022], [37.238177979, -121.885389022], [37.24525398, -121.874689022], [37.25081498, -121.875592022], [37.24261098, -121.874939021], [37.246268979, -121.890009024], [37.24614698, -121.874780021]]",Census Tract 5119.15,11.80%
1379,"[[38.30004604, -122.294276206], [38.291211039, -122.294277206], [38.297247039, -122.302054207], [38.287617039, -122.301149206], [38.301526039, -122.302349208], [38.286442038, -122.294141205], [38.291991039, -122.294265206], [38.29266704, -122.294168206], [38.30089804, -122.300458207], [38.30031104, -122.298938207]]",Census Tract 2002.01,11.80%
1380,"[[37.579546976, -122.345010131], [37.577483975, -122.354102132], [37.576485975, -122.350028131], [37.576722975, -122.349730131], [37.580243975, -122.354051132], [37.580077975, -122.354292132], [37.579277976, -122.346069131], [37.582071975, -122.351417132], [37.579870976, -122.344371131], [37.579716975, -122.34527313]]",Census Tract 6055.01,11.80%
1381,"[[37.817461002, -122.252184143], [37.810639001, -122.255055143], [37.816647002, -122.253798144], [37.816218002, -122.251488143], [37.812358002, -122.256828143], [37.811094002, -122.256364143], [37.817226002, -122.252021144], [37.810526002, -122.252796143], [37.810585002, -122.252571143], [37.813528002, -122.258677144]]",Census Tract 4036,11.80%
1382,"[[37.727319981, -122.432821161], [37.730105981, -122.439814162], [37.727182982, -122.43292516], [37.731369983, -122.428699161], [37.729111981, -122.440511162], [37.732315982, -122.434312161], [37.730572982, -122.438554162], [37.733679982, -122.42640416], [37.731337982, -122.436463162], [37.730008982, -122.43009316]]",Census Tract 255.02,11.90%
1383,"[[37.294934979, -121.949813038], [37.296676978, -121.96122104], [37.301180978, -121.964298041], [37.300999979, -121.95448804], [37.29551598, -121.949877038], [37.296812979, -121.949929039], [37.301556979, -121.95557304], [37.294324979, -121.96063304], [37.295715978, -121.96092004], [37.296580979, -121.949928039]]",Census Tract 5065.05,11.90%
1384,"[[38.119780029, -122.248577178], [38.12232403, -122.230730175], [38.12930803, -122.232813177], [38.128858029, -122.245169179], [38.12299203, -122.230686176], [38.128794031, -122.231985177], [38.12945503, -122.233313177], [38.130578031, -122.227617176], [38.128947029, -122.244387178], [38.118249029, -122.238177176]]",Census Tract 2514,11.90%
1385,"[[37.529515976, -122.276467115], [37.534207977, -122.276103115], [37.533939977, -122.276731115], [37.534208977, -122.273507115], [37.532387977, -122.267602113], [37.529575975, -122.286796116], [37.529302976, -122.280199115], [37.520755976, -122.270172112], [37.521376976, -122.270793113], [37.534207977, -122.273207114]]",Census Tract 6086,11.90%
1386,"[[37.662712999, -122.116438105], [37.656040998, -122.112318104], [37.665715999, -122.117877105], [37.656427, -122.101623102], [37.653897998, -122.108255102], [37.663292, -122.105890103], [37.666135, -122.111575104], [37.664577, -122.106687104], [37.666164999, -122.111087104], [37.654836999, -122.111534103]]",Census Tract 4369,11.90%
1387,"[[37.762031982, -122.47048117], [37.759841981, -122.476775171], [37.759883981, -122.475810171], [37.765726983, -122.471816171], [37.760128982, -122.47034817], [37.760080982, -122.47142217], [37.761991982, -122.47047817], [37.765783983, -122.47074317], [37.765490982, -122.477274172], [37.765743982, -122.471715171]]",Census Tract 302.01,11.90%
1388,"[[38.258235054, -122.048784164], [38.270602056, -122.045252165], [38.273213056, -122.049010165], [38.258208054, -122.050688165], [38.265249056, -122.045238164], [38.258225055, -122.048180164], [38.260697055, -122.045223163], [38.258161054, -122.053446165], [38.259641055, -122.045210164], [38.266147056, -122.045244164]]",Census Tract 2526.04,11.90%
1389,"[[37.276413985, -121.841410019], [37.273664985, -121.831271018], [37.273446985, -121.836927019], [37.277037985, -121.84176302], [37.273968985, -121.838412019], [37.278851985, -121.836307019], [37.279894986, -121.837367019], [37.273773985, -121.838092018], [37.279136986, -121.836597019], [37.273511985, -121.837798018]]",Census Tract 5120.54,11.90%
